uid,date,traj_site,traj_arr
111,2013-01-18,"(332,)","(6,)"
114,2013-01-07,"(252, 265, 252, 265, 295, 301, 244, 393)","(3, 6, 3, 7)"
114,2013-01-08,"(393, 252, 265, 270, 244, 270, 256, 393)","(7, 3, 7)"
114,2013-01-09,"(394, 270, 297, 302, 232)","(7, 3, 6, 3)"
114,2013-01-10,"(391, 393, 384, 393)","(7,)"
114,2013-01-11,"(393,)","(7,)"
114,2013-01-12,"(295, 301, 393, 385, 301)","(6, 7, 6)"
114,2013-01-13,"(301, 277, 288, 301, 302, 301)","(6, 5, 6)"
114,2013-01-14,"(252, 193, 265, 244, 301, 393, 415, 393)","(3, 4, 3, 6, 7)"
114,2013-01-15,"(265, 242, 252, 232, 248, 97, 309, 302, 301)","(3, 4, 3, 1, 6)"
114,2013-01-16,"(301, 265, 252, 297, 284, 297, 244, 174, 191, 188, 183, 184, 160, 301, 252, 295, 232, 393, 391, 393)","(6, 3, 6, 3, 6, 3, 4, 3, 6, 3, 6, 3, 7)"
114,2013-01-17,"(301, 333, 295, 301)","(6, 7, 6)"
114,2013-01-18,"(252, 249, 301, 265, 301)","(3, 4, 6, 3, 6)"
114,2013-01-19,"(393, 274, 327, 393)","(7, 3, 6, 7)"
114,2013-01-20,"(301, 295, 301, 302, 256, 270, 301, 282, 301, 327, 340, 415, 224, 393)","(6, 3, 6, 3, 6, 7, 3, 7)"
120,2013-01-07,"(168,)","(3,)"
120,2013-01-08,"(168,)","(3,)"
120,2013-01-09,"(168,)","(3,)"
120,2013-01-10,"(168, 321, 168)","(3, 6, 3)"
120,2013-01-11,"(168,)","(3,)"
120,2013-01-12,"(168,)","(3,)"
120,2013-01-13,"(168,)","(3,)"
120,2013-01-14,"(168,)","(3,)"
120,2013-01-16,"(168,)","(3,)"
120,2013-01-17,"(168,)","(3,)"
120,2013-01-18,"(168,)","(3,)"
120,2013-01-19,"(168,)","(3,)"
120,2013-01-20,"(168,)","(3,)"
121,2013-01-07,"(378, 407, 398, 407, 377, 378)","(8,)"
121,2013-01-08,"(368, 378, 380)","(8, 7)"
121,2013-01-09,"(378, 368, 369, 368, 378, 388, 278, 378, 368, 378)","(8, 7, 8, 3, 8)"
121,2013-01-10,"(378, 368, 378, 389, 378, 368, 378)","(8,)"
121,2013-01-11,"(378, 362, 378)","(8, 6, 8)"
121,2013-01-13,"(378, 368, 378, 392, 389, 378)","(8,)"
121,2013-01-14,"(378, 368, 378)","(8,)"
121,2013-01-15,"(378, 368)","(8,)"
121,2013-01-16,"(368, 378)","(8,)"
121,2013-01-17,"(378, 368)","(8,)"
121,2013-01-18,"(362, 378)","(6, 8)"
121,2013-01-19,"(368, 343, 335, 378, 335)","(8, 6, 8, 6)"
121,2013-01-20,"(368, 378, 368)","(8,)"
124,2013-01-07,"(60, 34, 179, 140, 336)","(3, 2, 4, 5)"
124,2013-01-08,"(39, 60, 336)","(2, 3, 5)"
124,2013-01-09,"(60, 41, 60, 243, 147, 46, 59, 170, 148, 70, 52, 169, 56, 80, 56)","(3, 2, 3, 4, 2, 4, 2, 1, 2, 1, 2)"
124,2013-01-11,"(60,)","(3,)"
124,2013-01-12,"(121, 46)","(1, 2)"
124,2013-01-14,"(34, 60, 34, 125)","(2, 3, 2, 3)"
124,2013-01-15,"(34, 41, 60, 336)","(2, 3, 5)"
124,2013-01-16,"(59, 37, 60, 125)","(2, 3)"
124,2013-01-17,"(60, 157, 141, 157, 125)","(3,)"
124,2013-01-18,"(41, 60, 41, 60, 242)","(2, 3, 2, 3, 4)"
124,2013-01-19,"(60, 125, 157, 336)","(3, 5)"
124,2013-01-20,"(336,)","(5,)"
125,2013-01-07,"(301, 302, 301, 334)","(6,)"
125,2013-01-08,"(301, 309, 302, 301, 334)","(6,)"
125,2013-01-09,"(334, 301, 309, 301, 309, 334)","(6,)"
125,2013-01-10,"(301, 232, 244, 301, 291, 201, 185, 204, 301, 302, 301, 302, 309, 333, 334)","(6, 3, 6, 3, 4, 3, 6, 7, 6)"
125,2013-01-11,"(301, 333, 334)","(6, 7, 6)"
125,2013-01-12,"(301, 302, 301, 334)","(6,)"
125,2013-01-13,"(334, 301, 309, 301, 302, 301, 309, 334, 333, 334, 333, 309, 301, 334)","(6, 7, 6, 7, 6)"
125,2013-01-14,"(301, 302, 301, 302, 301, 423, 301, 302, 301, 334)","(6, 7, 6)"
125,2013-01-15,"(333, 301, 309, 301, 334)","(7, 6)"
125,2013-01-16,"(301, 302, 301, 309, 301, 302, 309, 301, 309, 295, 285, 284, 278, 334)","(6, 3, 6)"
125,2013-01-17,"(334, 333, 301, 328, 334)","(6, 7, 6)"
125,2013-01-18,"(301, 334)","(6,)"
125,2013-01-19,"(301, 309, 334)","(6,)"
125,2013-01-20,"(334, 301, 402, 401, 404, 388, 334)","(6, 7, 8, 6)"
133,2013-01-07,"(228, 249, 175, 200)","(4,)"
133,2013-01-08,"(237, 228, 237, 200, 161)","(3, 4, 3, 4)"
133,2013-01-09,"(200, 249, 227, 249, 185, 161)","(4,)"
133,2013-01-10,"(161, 249, 228, 249, 237, 201, 237, 201, 237, 201, 202, 175)","(4, 3, 4, 3, 4, 3, 4)"
133,2013-01-11,"(200, 237)","(4, 3)"
133,2013-01-12,"(237, 249, 193)","(3, 4)"
133,2013-01-13,"(237, 188, 237, 228, 237, 249, 193, 163, 185)","(3, 4, 3, 4, 3, 4)"
133,2013-01-14,"(237, 228, 235, 237, 249, 237, 179, 202)","(3, 4, 3, 4, 3, 4)"
133,2013-01-15,"(193, 237)","(4, 3)"
133,2013-01-16,"(237,)","(3,)"
133,2013-01-17,"(237, 228, 249, 202, 193, 200)","(3, 4)"
133,2013-01-18,"(202, 193)","(4,)"
133,2013-01-19,"(237, 201, 193)","(3, 4)"
133,2013-01-20,"(193, 237, 193, 228, 193)","(4, 3, 4)"
138,2013-01-10,"(167,)","(1,)"
138,2013-01-11,"(48, 41, 120, 134, 116, 134, 167, 134)","(2, 4, 1)"
138,2013-01-12,"(134, 167, 134, 167, 134, 167, 134)","(1,)"
138,2013-01-13,"(134, 183, 134, 167, 134)","(1, 3, 1)"
138,2013-01-14,"(134, 209, 236, 209, 134)","(1,)"
138,2013-01-15,"(167, 134, 116, 134, 167, 134)","(1,)"
138,2013-01-16,"(134, 171, 183, 206, 134)","(1, 3, 1)"
138,2013-01-17,"(134, 209, 134)","(1,)"
138,2013-01-18,"(134, 167, 209, 134, 116)","(1,)"
138,2013-01-19,"(134, 167, 178, 209, 134, 167, 259, 134)","(1,)"
138,2013-01-20,"(167, 134, 183, 206, 183)","(1, 3)"
141,2013-01-07,"(250, 105, 80, 48, 116, 257, 250, 230, 200, 175, 165, 191, 232)","(4, 1, 2, 1, 4, 3)"
141,2013-01-08,"(191, 188, 191, 503, 510, 487, 503, 529, 541, 559, 570, 585, 605, 607, 581)","(3, 4, 3, 11, 15, 11, 20, 19, 20, 15, 16)"
141,2013-01-09,"(605, 581, 607, 605, 561, 570)","(15, 16, 15, 19, 20)"
141,2013-01-11,"(581,)","(16,)"
141,2013-01-12,"(581, 1019, 581)","(16, 25, 16)"
141,2013-01-13,"(581,)","(16,)"
141,2013-01-14,"(581, 116, 42, 50, 42, 50, 90, 86, 67, 86, 50, 42, 69, 50)","(16, 1, 2)"
141,2013-01-15,"(50, 67, 90, 50, 42, 90, 50)","(2,)"
141,2013-01-16,"(50, 42, 50, 69, 50, 42, 50, 42, 35, 42, 50, 42)","(2,)"
141,2013-01-17,"(69, 90, 86, 116, 191, 183, 245, 220, 50, 42, 183)","(2, 1, 3, 1, 2, 3)"
141,2013-01-18,"(50, 191, 192, 191, 192, 183, 192, 170, 202, 230, 250, 257, 208, 216, 226, 253, 267, 250, 192, 271, 173, 278, 156, 50)","(2, 3, 4, 3, 4, 1, 3, 1, 2)"
141,2013-01-19,"(50, 42, 50, 311, 292, 255, 274, 305, 407, 400, 398, 412, 420, 433, 503, 529, 581, 618, 581)","(2, 6, 5, 3, 5, 8, 7, 11, 20, 16)"
141,2013-01-20,"(581,)","(16,)"
146,2013-01-07,"(340, 328, 220, 207, 143, 207, 340)","(6, 1, 6)"
146,2013-01-08,"(340, 314, 203, 218, 164, 340)","(6, 5, 1, 6)"
146,2013-01-09,"(340, 317, 227, 232, 340)","(6, 4, 3, 6)"
146,2013-01-10,"(340,)","(6,)"
146,2013-01-11,"(340,)","(6,)"
146,2013-01-12,"(340, 343, 340)","(6,)"
146,2013-01-13,"(340,)","(6,)"
146,2013-01-14,"(292, 274, 291, 281, 223, 292, 277, 264, 218, 203, 207, 203, 259, 264, 277, 279, 340)","(5, 3, 1, 5, 1, 5, 1, 6)"
146,2013-01-15,"(343, 314, 303, 298, 288, 264, 218, 203, 218, 229, 259, 276, 298, 354, 343, 362, 354, 368, 377, 398, 407, 400, 388, 362, 354, 343, 314, 308, 298, 218, 343, 340)","(6, 5, 1, 5, 7, 6, 7, 8, 6, 7, 6, 5, 1, 6)"
146,2013-01-16,"(340, 218, 194, 134, 167, 96, 134, 69, 50, 69, 98, 153, 90, 69, 96, 116, 134, 167, 203, 167, 203, 218, 173, 164, 190, 292, 328, 340)","(6, 1, 2, 1, 2, 1, 2, 1, 5, 6)"
146,2013-01-17,"(340, 218, 190, 207, 190, 156, 136, 111, 78, 88, 97, 121, 119, 143, 156, 218, 280, 288, 340)","(6, 1, 5, 6)"
146,2013-01-18,"(340, 276, 277, 218, 333, 346, 355, 346, 121, 154, 173, 218, 340)","(6, 5, 1, 7, 6, 7, 1, 6)"
146,2013-01-19,"(340,)","(6,)"
146,2013-01-20,"(340,)","(6,)"
149,2013-01-07,"(331,)","(5,)"
149,2013-01-09,"(318,)","(5,)"
149,2013-01-10,"(318, 244)","(5, 3)"
149,2013-01-11,"(331,)","(5,)"
149,2013-01-12,"(181, 117, 171)","(3,)"
149,2013-01-13,"(318,)","(5,)"
149,2013-01-15,"(331,)","(5,)"
149,2013-01-16,"(318, 331, 318, 181, 162, 160)","(5, 3)"
149,2013-01-17,"(331, 318)","(5,)"
149,2013-01-20,"(331,)","(5,)"
182,2013-01-07,"(168, 126, 168, 146)","(3,)"
182,2013-01-08,"(126, 162, 160)","(3,)"
182,2013-01-09,"(146, 160, 168, 144, 162, 146, 168, 144, 168)","(3,)"
182,2013-01-10,"(146, 168, 184, 160, 162)","(3,)"
182,2013-01-11,"(146, 162, 146)","(3,)"
182,2013-01-12,"(146, 168, 162)","(3,)"
182,2013-01-13,"(146, 168, 144)","(3,)"
182,2013-01-14,"(126, 146)","(3,)"
182,2013-01-15,"(146, 174, 162, 160, 168, 149, 168)","(3,)"
182,2013-01-16,"(144, 168, 146, 126, 168)","(3,)"
182,2013-01-17,"(168, 146, 162, 168, 146)","(3,)"
182,2013-01-18,"(126, 146, 126, 162, 184, 162, 146, 168)","(3,)"
182,2013-01-19,"(146, 162, 146, 162, 146)","(3,)"
182,2013-01-20,"(141, 168)","(3,)"
185,2013-01-07,"(92, 117, 100)","(3,)"
185,2013-01-08,"(92, 117)","(3,)"
185,2013-01-09,"(92,)","(3,)"
185,2013-01-13,"(100, 92, 100, 117)","(3,)"
185,2013-01-14,"(100, 147)","(3, 4)"
185,2013-01-15,"(92, 100, 135, 117, 92, 117)","(3,)"
185,2013-01-16,"(100,)","(3,)"
185,2013-01-17,"(117, 135, 93, 107, 117, 100, 117, 100, 117)","(3, 1, 3)"
185,2013-01-18,"(92, 117, 92)","(3,)"
185,2013-01-19,"(117,)","(3,)"
185,2013-01-20,"(92,)","(3,)"
186,2013-01-07,"(244, 265, 252, 78, 88, 80, 55, 80, 56, 238, 236, 209, 236)","(3, 1, 2, 1)"
186,2013-01-08,"(238, 311, 480, 510, 503, 529, 533, 655, 660)","(1, 6, 10, 15, 11, 20, 19, 16)"
186,2013-01-09,"(655, 688, 813, 868, 879, 828, 832)","(16, 44, 42, 40, 73)"
186,2013-01-10,"(832, 781, 835, 901, 903, 901, 903, 1238, 1220, 1123, 1122)","(73, 70, 74, 70)"
186,2013-01-11,"(901, 740, 710, 718, 699, 570, 464, 475, 465, 470, 280, 317, 318, 298, 288, 272, 277, 272, 236, 209, 236)","(70, 73, 20, 9, 10, 9, 5, 6, 5, 1, 5, 1)"
186,2013-01-12,"(236, 272, 317, 293, 295, 272, 276, 269, 272, 236, 238, 236, 209, 236, 209, 236)","(1, 6, 5, 6, 1, 5, 1)"
186,2013-01-13,"(236, 209, 236, 209, 236, 209, 236, 209, 236, 209, 236, 238, 236, 209, 236, 209, 236)","(1,)"
186,2013-01-14,"(236, 209, 309, 311, 309, 311, 305, 274, 292, 281, 236, 238, 236)","(1, 6, 5, 3, 5, 3, 1)"
186,2013-01-15,"(260, 311, 433, 448, 480, 492, 529, 539, 541, 529, 541, 544, 609, 629, 688, 739, 734)","(1, 6, 7, 9, 10, 20, 19, 20, 19, 20, 15, 44)"
186,2013-01-16,"(739, 828, 832, 760, 736, 903, 901, 903, 986, 1133, 1238)","(44, 40, 73, 70, 74)"
186,2013-01-17,"(1238, 1220, 1092, 901, 903, 901, 903, 740, 730, 718, 832)","(74, 70, 73)"
186,2013-01-18,"(832, 629, 538, 503, 490, 486, 488, 486, 488, 486, 464, 443, 433, 419, 433, 394, 292, 305, 57, 59, 46, 55, 78, 236, 209, 236, 209, 236, 209, 236)","(73, 15, 19, 11, 10, 9, 7, 5, 3, 2, 1)"
186,2013-01-19,"(236, 238, 209, 169, 236, 209, 236)","(1,)"
186,2013-01-20,"(236, 260, 272, 236, 209, 236, 272, 260, 277, 264, 276, 272, 260, 236)","(1, 5, 1, 5, 1)"
188,2013-01-10,"(58, 100, 135, 117, 100, 146, 205)","(3,)"
188,2013-01-11,"(146,)","(3,)"
188,2013-01-12,"(58, 117)","(3,)"
188,2013-01-13,"(146,)","(3,)"
188,2013-01-14,"(146, 162)","(3,)"
188,2013-01-15,"(162,)","(3,)"
188,2013-01-16,"(162, 58, 205)","(3,)"
188,2013-01-17,"(210, 146, 57)","(3,)"
188,2013-01-18,"(58,)","(3,)"
188,2013-01-19,"(49, 58, 146)","(3,)"
188,2013-01-20,"(146, 135, 205, 58, 75, 117)","(3,)"
197,2013-01-07,"(16, 26, 28, 17, 14, 16, 28, 16)","(2,)"
197,2013-01-08,"(26, 28, 26, 28, 26)","(2,)"
197,2013-01-09,"(16, 26, 16, 19, 16, 19, 26, 19, 16)","(2,)"
197,2013-01-10,"(24, 26, 16, 28, 16)","(2,)"
197,2013-01-11,"(24, 28, 24, 16, 24, 19, 24)","(2,)"
197,2013-01-12,"(16, 24, 16, 26, 255, 321)","(2, 3, 6)"
197,2013-01-13,"(28, 16, 26, 16, 26, 19, 26, 24, 28)","(2,)"
197,2013-01-14,"(28, 16)","(2,)"
197,2013-01-15,"(26, 28, 16, 91, 267, 257, 267, 257, 26)","(2, 4, 2)"
197,2013-01-16,"(26, 28, 16, 28)","(2,)"
197,2013-01-17,"(26,)","(2,)"
197,2013-01-18,"(16, 24, 26, 24, 28, 24)","(2,)"
197,2013-01-19,"(26, 24, 19, 26, 16, 26, 29, 58)","(2, 3)"
197,2013-01-20,"(58, 24, 28, 24, 16, 14, 26)","(3, 2)"
200,2013-01-07,"(491,)","(11,)"
200,2013-01-08,"(491, 487, 313, 255, 191, 148, 147, 153, 116, 134, 394, 443, 448, 437, 453, 454, 491)","(11, 6, 3, 4, 1, 7, 9, 11)"
200,2013-01-09,"(491,)","(11,)"
200,2013-01-10,"(510, 491)","(15, 11)"
200,2013-01-11,"(491,)","(11,)"
200,2013-01-12,"(491,)","(11,)"
200,2013-01-13,"(491,)","(11,)"
200,2013-01-14,"(491,)","(11,)"
200,2013-01-15,"(491, 510, 491)","(11, 15, 11)"
200,2013-01-16,"(491,)","(11,)"
200,2013-01-17,"(491,)","(11,)"
200,2013-01-18,"(491,)","(11,)"
200,2013-01-19,"(491, 481, 491)","(11, 10, 11)"
200,2013-01-20,"(491,)","(11,)"
210,2013-01-08,"(181, 190)","(3, 1)"
210,2013-01-09,"(48, 101, 73)","(2, 4, 2)"
210,2013-01-10,"(228, 202, 12)","(4, 2)"
210,2013-01-11,"(146, 160, 12, 31)","(3, 2)"
210,2013-01-12,"(131, 191, 131, 12, 31, 12, 15, 11, 12, 31)","(3, 2)"
210,2013-01-13,"(12, 31, 12)","(2,)"
210,2013-01-14,"(48, 146, 126, 160, 31)","(2, 3, 2)"
210,2013-01-15,"(184, 144, 137, 31, 12)","(3, 1, 2)"
210,2013-01-16,"(48, 38, 31)","(2,)"
210,2013-01-17,"(12, 31)","(2,)"
210,2013-01-18,"(160,)","(3,)"
210,2013-01-19,"(12, 105, 31, 12)","(2, 4, 2)"
210,2013-01-20,"(12, 31, 12)","(2,)"
212,2013-01-07,"(177, 319, 313, 355, 292, 416, 182, 137, 406)","(4, 6, 5, 7, 1, 8)"
212,2013-01-08,"(181, 406, 404)","(3, 8)"
212,2013-01-09,"(404, 406, 404)","(8,)"
212,2013-01-10,"(404, 395, 292, 213, 181, 404)","(8, 5, 1, 3, 8)"
212,2013-01-11,"(156, 40, 288, 404)","(1, 4, 5, 8)"
212,2013-01-12,"(121, 182, 156)","(1,)"
212,2013-01-13,"(404, 608, 614, 608, 406)","(8, 15, 14, 15, 8)"
212,2013-01-14,"(363,)","(5,)"
212,2013-01-15,"(109, 156)","(4, 1)"
212,2013-01-16,"(31, 71, 88, 388, 398)","(2, 1, 8)"
212,2013-01-17,"(404,)","(8,)"
212,2013-01-18,"(404,)","(8,)"
212,2013-01-19,"(404,)","(8,)"
212,2013-01-20,"(156,)","(1,)"
215,2013-01-07,"(321, 191, 188, 185, 188)","(6, 3, 4)"
215,2013-01-08,"(170, 185, 171, 327, 344)","(4, 3, 6)"
215,2013-01-09,"(170, 164, 182, 344)","(4, 1, 6)"
215,2013-01-10,"(185, 183, 181, 321, 317, 327)","(4, 3, 6)"
215,2013-01-11,"(344, 340, 343)","(6,)"
215,2013-01-12,"(329, 327)","(6,)"
215,2013-01-13,"(191, 328, 343)","(3, 6)"
215,2013-01-14,"(343,)","(6,)"
215,2013-01-15,"(343, 354, 344, 188, 185, 191, 319, 317, 329, 327)","(6, 7, 6, 4, 3, 6)"
215,2013-01-16,"(343, 354, 344, 343, 188, 170, 177, 201, 183, 171, 164, 321, 335, 344, 343)","(6, 7, 6, 4, 3, 1, 6)"
215,2013-01-17,"(170, 177, 183, 327)","(4, 3, 6)"
215,2013-01-18,"(343, 170, 177, 190, 327, 343)","(6, 4, 1, 6)"
215,2013-01-19,"(344, 343)","(6,)"
215,2013-01-20,"(170, 177, 185, 191, 188, 191, 437, 321, 344, 343)","(4, 3, 4, 3, 9, 6)"
220,2013-01-07,"(174, 204, 189, 182, 190, 189, 182, 204, 171)","(3, 1, 3)"
220,2013-01-08,"(184, 189, 182, 204, 174, 171, 174, 189, 184, 204, 174)","(3, 1, 3, 1, 3)"
220,2013-01-09,"(204, 182)","(3, 1)"
220,2013-01-10,"(204, 174, 182, 189, 174)","(3, 1, 3)"
220,2013-01-11,"(204, 144, 174, 204, 189)","(3, 1)"
220,2013-01-12,"(189, 204, 340, 326, 190, 189, 144, 204, 205, 174)","(1, 3, 6, 1, 3)"
220,2013-01-13,"(174, 204, 121, 117, 174, 205)","(3, 1, 3)"
220,2013-01-14,"(204, 174, 204, 189, 182, 204)","(3, 1, 3)"
220,2013-01-15,"(204, 174, 204, 327, 335, 204)","(3, 6, 3)"
220,2013-01-16,"(204, 171, 225, 221, 258, 271, 316, 246, 210, 503, 578, 720, 204)","(3, 4, 3, 11, 14, 28, 3)"
220,2013-01-17,"(204,)","(3,)"
220,2013-01-18,"(204, 81, 87, 81, 144, 204)","(3, 2, 3)"
220,2013-01-19,"(204, 327, 335, 189, 164, 204, 256, 187, 171)","(3, 6, 1, 3)"
220,2013-01-20,"(187, 327, 326, 327, 121, 168, 204)","(3, 6, 1, 3)"
223,2013-01-07,"(188, 191)","(4, 3)"
223,2013-01-08,"(188,)","(4,)"
223,2013-01-09,"(221, 188)","(4,)"
223,2013-01-10,"(183, 232, 170, 191)","(3, 4, 3)"
223,2013-01-11,"(188, 121, 119, 190, 173, 191)","(4, 1, 3)"
223,2013-01-12,"(188, 170, 191, 170, 191, 159, 188)","(4, 3, 4, 3, 4)"
223,2013-01-13,"(188, 157, 188, 190, 203, 173, 191, 170)","(4, 3, 4, 1, 3, 4)"
223,2013-01-14,"(191, 188, 288, 314, 189, 141, 188, 191, 188, 170, 188, 191)","(3, 4, 5, 1, 3, 4, 3, 4, 3)"
223,2013-01-15,"(191, 179, 188, 191)","(3, 4, 3)"
223,2013-01-16,"(221, 191, 170, 188, 191, 188, 274, 204, 333, 310, 312, 292)","(4, 3, 4, 3, 4, 3, 7, 5)"
223,2013-01-17,"(188, 142, 188, 191, 188, 191, 188, 191)","(4, 3, 4, 3, 4, 3, 4, 3)"
223,2013-01-18,"(230, 221, 253, 247, 188, 159)","(4, 3)"
223,2013-01-19,"(191, 188, 214, 235, 219, 205)","(3, 4, 3)"
227,2013-01-07,"(357, 363, 357, 341, 313, 311, 313, 311, 318, 327, 345, 357)","(5, 6, 5, 6, 5)"
227,2013-01-08,"(357, 331, 327, 311, 281, 311, 210, 248, 311, 319, 311, 357)","(5, 6, 3, 6, 3, 6, 5)"
227,2013-01-09,"(357, 335, 311, 313, 311, 332, 357, 331, 311, 292, 311, 313, 317, 313, 317, 327, 345, 357)","(5, 6, 5, 6, 5, 6, 5)"
227,2013-01-10,"(345, 341, 331, 327, 311, 337, 357)","(5, 6, 5)"
227,2013-01-11,"(311, 321, 313, 311, 343, 321, 318, 327, 351, 352, 357)","(6, 5, 6, 5, 6, 5)"
227,2013-01-12,"(357, 311, 351, 357)","(5, 6, 5)"
227,2013-01-13,"(357, 366, 358, 341, 351, 341, 331, 318, 335, 327, 318, 327, 311, 351, 357)","(5, 6, 5, 6, 5)"
227,2013-01-14,"(357, 345, 318, 311, 302, 311, 292, 311, 292, 311, 319, 321, 351)","(5, 6, 5, 6, 5, 6, 5)"
227,2013-01-15,"(357, 311, 327, 335, 317, 326, 345, 318, 339, 327, 245, 311, 314)","(5, 6, 5, 6, 3, 6, 5)"
227,2013-01-16,"(313, 311, 313, 311, 201, 237, 201, 185, 201)","(6, 4, 3, 4)"
227,2013-01-17,"(366, 338, 311, 240, 311, 313, 311, 33, 30, 33, 36, 60, 87, 255, 327, 329, 345, 357)","(5, 6, 1, 6, 2, 3, 2, 3, 6, 5)"
227,2013-01-18,"(357, 257, 237, 66, 5, 174, 189, 180, 189, 213, 182, 190, 219, 202, 257, 250, 257, 253, 214, 242, 219, 201, 237, 252, 237, 256, 291, 309, 311, 313)","(5, 4, 3, 4, 2, 3, 1, 4, 3, 6)"
227,2013-01-19,"(357, 321, 311, 138, 311, 327, 357, 363)","(5, 6, 1, 6, 5)"
227,2013-01-20,"(363, 357, 327, 311, 173, 190, 173, 190, 173, 190, 173, 190, 311, 313, 320, 317, 331, 318, 337, 357, 345, 357, 359, 357)","(5, 6, 1, 6, 5)"
231,2013-01-07,"(386,)","(7,)"
231,2013-01-08,"(386, 166, 386)","(7, 3, 7)"
231,2013-01-09,"(386, 373, 386)","(7,)"
231,2013-01-10,"(191, 232, 191, 206, 204, 355, 346, 386, 373, 371, 355, 347, 355, 371, 386)","(3, 6, 7, 6, 7)"
231,2013-01-11,"(386, 191, 148, 385, 386)","(7, 3, 4, 7)"
231,2013-01-12,"(386, 373, 385, 386, 385, 386)","(7,)"
231,2013-01-13,"(386, 382, 386, 373, 386)","(7,)"
231,2013-01-14,"(191, 171, 386)","(3, 7)"
231,2013-01-15,"(255, 191, 232, 191, 386, 373, 386)","(3, 7)"
231,2013-01-16,"(386, 191, 232, 191, 385)","(7, 3, 7)"
231,2013-01-17,"(386, 191, 373, 385, 386, 373, 386, 373)","(7, 3, 7)"
231,2013-01-18,"(386, 191, 100, 386)","(7, 3, 7)"
231,2013-01-19,"(420, 410, 412)","(8,)"
231,2013-01-20,"(410, 456, 413, 373, 386, 385, 386, 373, 385, 386, 385, 386)","(8, 10, 8, 7)"
234,2013-01-07,"(188, 191)","(4, 3)"
234,2013-01-08,"(187, 174, 187, 188, 191, 188)","(3, 4, 3, 4)"
234,2013-01-09,"(188, 171, 183, 171, 174, 168)","(4, 3)"
234,2013-01-10,"(174,)","(3,)"
234,2013-01-11,"(174, 188, 183, 171, 168, 174)","(3, 4, 3)"
234,2013-01-12,"(168,)","(3,)"
234,2013-01-13,"(174, 168, 174)","(3,)"
234,2013-01-15,"(188, 206, 174)","(4, 3)"
234,2013-01-16,"(191, 183)","(3,)"
234,2013-01-17,"(171,)","(3,)"
234,2013-01-18,"(171, 183, 171, 206, 174, 168, 174)","(3,)"
234,2013-01-19,"(174, 171, 191, 232, 191, 171, 174)","(3,)"
234,2013-01-20,"(174, 168)","(3,)"
238,2013-01-07,"(418,)","(7,)"
238,2013-01-08,"(418, 252, 237, 418, 414)","(7, 3, 7)"
238,2013-01-09,"(418,)","(7,)"
238,2013-01-10,"(418,)","(7,)"
238,2013-01-11,"(418, 402, 408)","(7,)"
238,2013-01-12,"(418, 553)","(7, 19)"
238,2013-01-13,"(418, 414, 418)","(7,)"
238,2013-01-14,"(419, 418)","(7,)"
238,2013-01-15,"(418, 414)","(7,)"
238,2013-01-16,"(418,)","(7,)"
238,2013-01-17,"(418, 414, 94, 77, 94, 418)","(7, 4, 7)"
238,2013-01-18,"(418, 419, 418)","(7,)"
238,2013-01-19,"(418, 419, 423, 419, 418, 423, 418)","(7,)"
238,2013-01-20,"(418,)","(7,)"
249,2013-01-07,"(26, 17, 26, 24, 26, 16, 26, 16, 26)","(2,)"
249,2013-01-08,"(26,)","(2,)"
249,2013-01-09,"(24, 26, 34, 26)","(2,)"
249,2013-01-10,"(26, 16, 26, 17, 26, 16, 26, 16, 24, 26, 17, 26)","(2,)"
249,2013-01-11,"(26, 16, 26)","(2,)"
249,2013-01-12,"(26, 16, 26, 16, 26, 24)","(2,)"
249,2013-01-13,"(19, 16, 26, 24, 26, 16, 26, 24)","(2,)"
249,2013-01-14,"(26, 16, 26)","(2,)"
249,2013-01-15,"(26, 16, 26, 24, 26, 16, 26, 19, 16, 26)","(2,)"
249,2013-01-16,"(26, 16, 26, 17, 26, 24, 26, 16)","(2,)"
249,2013-01-17,"(26, 16, 26, 16, 26, 28, 26, 24)","(2,)"
249,2013-01-18,"(26, 16, 17, 26, 24, 17, 24, 26, 24, 26, 16, 26)","(2,)"
249,2013-01-19,"(26, 24, 26, 16, 26, 60, 138, 26)","(2, 3, 1, 2)"
249,2013-01-20,"(26, 16, 26, 16, 24, 19, 26, 16, 420, 433, 30, 36, 16, 26, 24)","(2, 8, 7, 2)"
250,2013-01-07,"(408, 333, 371, 106, 105)","(7, 4)"
250,2013-01-08,"(106, 420)","(4, 8)"
250,2013-01-09,"(106, 114, 106, 114, 105)","(4, 3, 4, 3, 4)"
250,2013-01-10,"(362, 367, 321, 105, 106)","(6, 8, 6, 4)"
250,2013-01-11,"(106, 105, 106, 105, 125, 105, 106, 114, 171, 183, 171, 114, 105, 106)","(4, 3, 4, 3, 4)"
250,2013-01-12,"(362, 105)","(6, 4)"
250,2013-01-13,"(373, 125, 106, 105, 125, 105, 141, 127)","(7, 3, 4, 3, 4, 3)"
250,2013-01-14,"(210, 373, 389, 369, 184, 105)","(3, 7, 8, 7, 3, 4)"
250,2013-01-15,"(191, 188, 191, 106, 105, 106)","(3, 4, 3, 4)"
250,2013-01-16,"(106, 373, 385, 373, 389, 106)","(4, 7, 8, 4)"
250,2013-01-17,"(373, 374, 373, 106, 105, 106)","(7, 4)"
250,2013-01-18,"(373, 106)","(7, 4)"
250,2013-01-19,"(250, 202, 179, 105)","(4,)"
